Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
1980-12-12,0.09838949143886566,0.09881724809647553,0.09838949143886566,0.09838949143886566,469033600
1980-12-15,0.09325642883777618,0.09368418539130856,0.09325642883777618,0.09368418539130856,175884800
1980-12-16,0.08641163259744644,0.08683938357939854,0.08641163259744644,0.08683938357939854,105728000
1980-12-17,0.08855034410953522,0.08897810053816227,0.08855034410953522,0.08855034410953522,86441600
1980-12-18,0.09111766517162323,0.09154541602289686,0.09111766517162323,0.09111766517162323,73449600
1980-12-19,0.0966784730553627,0.09710622969892004,0.0966784730553627,0.0966784730553627,48630400
1980-12-22,0.1013837456703186,0.10181226753735857,0.1013837456703186,0.1013837456703186,37363200
1980-12-23,0.1056620255112648,0.10608978197149652,0.1056620255112648,0.1056620255112648,46950400
1980-12-24,0.11122284829616547,0.11165060484512628,0.11122284829616547,0.11122284829616547,48003200
1980-12-26,0.12148973345756531,0.12191749011632347,0.12148973345756531,0.12148973345756531,55574400
1980-12-29,0.12320070713758469,0.12362846365214243,0.12320070713758469,0.12320070713758469,93161600
1980-12-30,0.12020648270845413,0.1206342279719941,0.12020648270845413,0.1206342279719941,68880000
1980-12-31,0.11678441613912582,0.11721217269407669,0.11678441613912584,0.11721217269407669,35750400
1981-01-02,0.1180676817893982,0.11892319495298088,0.1180676817893982,0.1180676817893982,21660800
1981-01-05,0.11550113558769226,0.11592888063703626,0.11550113558769225,0.11592888063703626,35728000
1981-01-06,0.11036733537912369,0.11079509192878555,0.11036733537912369,0.11079509192878555,45158400
1981-01-07,0.1056620255112648,0.10608978197149652,0.1056620255112648,0.10608978197149652,55686400
1981-01-08,0.10352330654859543,0.1039510517531537,0.10352330654859543,0.1039510517531537,39827200
1981-01-09,0.1090841218829155,0.10951187860797838,0.10908412188291548,0.10908412188291548,21504000
1981-01-12,0.10822860151529312,0.10908410339745453,0.10822860151529312,0.10908410339745453,23699200
1981-01-13,0.10437878221273422,0.10480653873304098,0.10437878221273422,0.10480653873304098,23049600
1981-01-14,0.1048065647482872,0.10523432137477237,0.1048065647482872,0.1048065647482872,14291200
1981-01-15,0.10694531351327896,0.10780081515971891,0.10694531351327896,0.10694531351327896,14067200
1981-01-16,0.10608983039855957,0.10651758705405033,0.10608983039855957,0.10651758705405033,13395200
1981-01-19,0.11250610649585724,0.11293386304472601,0.11250610649585724,0.11250610649585724,41574400
1981-01-20,0.1090841218829155,0.10951187860797838,0.10908412188291548,0.10951187860797838,30083200
1981-01-21,0.11122284829616547,0.11207834997110129,0.11122284829616547,0.11122284829616547,15904000
1981-01-22,0.11250610649585724,0.1133616195935948,0.11250610649585724,0.11250610649585724,35548800
1981-01-23,0.11207836121320724,0.11293387439694176,0.11207836121320724,0.1125061178050745,11222400
1981-01-26,0.11036733537912369,0.11079509192878555,0.11036733537912369,0.11079509192878555,24640000
1981-01-27,0.1095118448138237,0.11036734657696053,0.1095118448138237,0.11036734657696053,23699200
1981-01-28,0.10608983039855957,0.10651758705405033,0.10608983039855957,0.10651758705405033,28156800
1981-01-29,0.10224001854658127,0.10266777509831873,0.10224001854658127,0.10266777509831873,43904000
1981-01-30,0.0966784730553627,0.09753398634247737,0.0966784730553627,0.09753398634247737,46188800
1981-02-02,0.09111766517162323,0.09154541602289686,0.09111766517162323,0.09154541602289686,23766400
1981-02-03,0.09453969448804855,0.09496744533778502,0.09453969448804855,0.09453969448804855,19152000
1981-02-04,0.09796172380447388,0.09838946894128754,0.09796172380447388,0.09796172380447388,27865600
1981-02-05,0.09796172380447388,0.09881722550108728,0.09796172380447388,0.09796172380447388,7929600
1981-02-06,0.09838949143886566,0.09881724809647553,0.09838949143886566,0.09838949143886566,13865600
1981-02-09,0.09325642883777618,0.09411193623334799,0.09325642883777618,0.09411193623334799,16755200
1981-02-10,0.09325642883777618,0.09368418539130856,0.09325642883777618,0.09325642883777618,18345600
1981-02-11,0.09026213735342026,0.09068988810799888,0.09026213735342026,0.09068988810799888,13843200
1981-02-12,0.08940588682889938,0.08983440876786329,0.08940588682889938,0.08983440876786329,14560000
1981-02-13,0.08726712316274643,0.08812263067040968,0.08726712316274643,0.08812263067040968,11155200
1981-02-17,0.08940588682889938,0.08983440876786329,0.08940588682889938,0.08940588682889938,12275200
1981-02-18,0.09325642883777618,0.09411193623334799,0.09325642883777618,0.09325642883777618,19241600
1981-02-19,0.08769487589597702,0.08812263251450694,0.08769487589597702,0.08812263251450694,22310400
1981-02-20,0.08298958837985992,0.08341734500364083,0.08298958837985992,0.08341734500364083,24371200
1981-02-23,0.08427286893129349,0.08470062566726637,0.08427286893129349,0.08427286893129349,14112000
1981-02-24,0.08127859979867935,0.08213410761358103,0.08127859979867935,0.08213410761358103,16979200
1981-02-25,0.08641163259744644,0.08683938357939854,0.08641163259744644,0.08641163259744644,19488000
1981-02-26,0.08769487589597702,0.08812263251450694,0.08769487589597702,0.08769487589597702,10841600
1981-02-27,0.09068987518548965,0.09154538228423648,0.09068987518548965,0.09068987518548965,14761600
1981-03-02,0.09111766517162323,0.09154541602289686,0.09111766517162323,0.09111766517162323,11760000
1981-03-03,0.08983437716960907,0.09026213361797707,0.08983437716960907,0.09026213361797707,16172800
1981-03-04,0.08897814154624939,0.08940589246052623,0.08897814154624939,0.08940589246052623,13708800
1981-03-05,0.08855034410953522,0.08897810053816227,0.08855034410953522,0.08897810053816227,5376000
1981-03-06,0.08769487589597702,0.08855038342154303,0.08769487589597702,0.08855038342154303,11603200
1981-03-09,0.08085083216428757,0.08127858312825784,0.08085083216428757,0.08127858312825784,15321600
1981-03-10,0.07700023800134659,0.07742798873427963,0.07700023800134659,0.07742798873427963,28380800
1981-03-11,0.07400599867105484,0.07486150629516164,0.07400599867105484,0.07486150629516164,29859200
1981-03-12,0.07700023800134659,0.07742798873427963,0.07700023800134659,0.07700023800134659,59248000
1981-03-13,0.07614476978778839,0.07657252073960451,0.07614476978778839,0.07657252073960451,231302400
1981-03-16,0.07913979142904282,0.07999529879329254,0.07913979142904282,0.07913979142904282,37228800
1981-03-17,0.08298958837985992,0.08384509591592783,0.08298958837985992,0.08298958837985992,43747200
1981-03-18,0.08812259882688522,0.08897810602540683,0.08812259882688522,0.08812259882688522,36937600
1981-03-19,0.08726712316274643,0.08769487406083121,0.08726712316274643,0.08769487406083121,37811200
1981-03-20,0.08812259882688522,0.08897810602540683,0.08812259882688522,0.08812259882688522,14604800
1981-03-23,0.09154541790485382,0.09240092533648135,0.09154541790485382,0.09154541790485382,22019200
1981-03-24,0.09111766517162323,0.09154541602289686,0.09111766517162323,0.09154541602289686,28156800
1981-03-25,0.08940588682889938,0.0902621653666899,0.08940588682889938,0.0902621653666899,7056000
1981-03-26,0.08769487589597702,0.08812263251450694,0.08769487589597702,0.08812263251450694,12275200
1981-03-27,0.08470059931278229,0.08512835020416563,0.08470059931278229,0.08512835020416563,12252800
1981-03-30,0.08470059931278229,0.08555610680704259,0.08470059931278229,0.08470059931278229,9900800
1981-03-31,0.0838451012969017,0.084700608887874,0.0838451012969017,0.084700608887874,15993600
1981-04-01,0.08298958837985992,0.08341734500364083,0.08298958837985992,0.08341734500364083,34070400
1981-04-02,0.09026213735342026,0.09068988810799888,0.09026213735342026,0.09026213735342026,31404800
1981-04-03,0.09068987518548965,0.09111763159060855,0.09068987518548965,0.09068987518548965,16486400
1981-04-06,0.08897814154624939,0.08940589246052623,0.08897814154624939,0.08940589246052623,22803200
1981-04-07,0.08812259882688522,0.0885503495704002,0.08812259882688522,0.0885503495704002,10684800
1981-04-08,0.09240095317363739,0.09325646086299928,0.09240095317363739,0.09240095317363739,21952000
1981-04-09,0.09411193430423737,0.09453969084900157,0.09411193430423737,0.09411193430423737,12499200
1981-04-10,0.09539522230625153,0.09582297324749378,0.09539522230625153,0.09539522230625153,33465600
1981-04-13,0.09539522230625153,0.09582297324749378,0.09539522230625153,0.09539522230625153,16060800
1981-04-14,0.09539522230625153,0.09582297324749378,0.09539522230625153,0.09539522230625153,6652800
1981-04-15,0.09068987518548965,0.09111763159060855,0.09068987518548965,0.09111763159060855,34048000
1981-04-16,0.08555606752634048,0.08598381822133393,0.08555606752634048,0.08598381822133393,23878400
1981-04-20,0.08812259882688522,0.0885503495704002,0.08812259882688522,0.08812259882688522,35347200
1981-04-21,0.09411193430423737,0.09453969084900157,0.09411193430423737,0.09411193430423737,28537600
1981-04-22,0.09753397852182388,0.09796173513108204,0.09753397852182388,0.09753397852182388,18995200
1981-04-23,0.10010048002004623,0.10052823656387483,0.10010048002004623,0.10010048002004623,58016000
1981-04-24,0.09924498200416565,0.10010048370029011,0.09924498200416565,0.10010048370029011,35056000
1981-04-27,0.09838949143886566,0.09881724809647553,0.09838949143886566,0.09881724809647553,38528000
1981-04-28,0.0966784730553627,0.09710622969892004,0.0966784730553627,0.09710622969892004,32188800
1981-04-29,0.09539522230625153,0.09582297324749378,0.09539522230625153,0.09582297324749378,13641600
1981-04-30,0.0971062108874321,0.09796172400881613,0.0971062108874321,0.0971062108874321,12611200
1981-05-01,0.0971062108874321,0.09796172400881613,0.0971062108874321,0.0971062108874321,16553600
1981-05-04,0.0966784730553627,0.09710622969892004,0.0966784730553627,0.09710622969892004,14448000
1981-05-05,0.09625072777271271,0.09667847299300583,0.09625072777271271,0.09667847299300583,17539200
1981-05-06,0.09368416666984558,0.09411191742640504,0.09368416666984558,0.09411191742640504,18950400
1981-05-07,0.09496745467185974,0.09539521127513222,0.09496745467185974,0.09496745467185974,9363200
